CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.269239518,1,9.982698882,1,0.560969546,6.275076785,99.48407619,2.467442869,3,336,20.60840642,395.537401,5.281354125,14.59199053
0.218161978,0,9.629678527,1,0.572374639,6.586766764,70.20972356,2.456601577,3,354,20.11072724,399.7979189,14.01461734,23.52518691
0.037416903,0,10.47562788,1,0.50250251,6.659665932,89.02145129,2.225185586,3,344,21.02682372,397.9634992,14.85665227,20.90320577
0.061244852,0,9.058831597,1,0.557064418,6.017602524,92.16914596,2.340738937,2,392,20.66081282,393.2907272,13.07786644,15.83713738
0.022195645,0,11.01410403,0,0.588419447,6.241869636,97.53481161,2.269794935,3,275,19.02200452,394.2849014,14.15039164,14.24523352
0.196658101,0,10.56947445,0,0.501738874,6.430970843,96.51532913,2.522483152,6,350,21.51564923,392.3557597,6.209574435,13.49253618
0.145348559,1,11.69591678,1,0.54051821,6.331976952,95.25882044,2.527255088,1,282,20.05055315,395.119985,6.286752063,15.38894918
0.057596958,0,9.493178053,1,0.592622745,6.884170659,98.37373816,2.20624495,2,275,20.19868379,397.1072496,13.79606233,12.75755977
0.288221554,0,11.41232774,1,0.53531544,6.787708731,86.12137564,2.055042469,4,390,21.34686986,396.1248876,5.575059238,13.03487405
0.168304723,0,11.37588304,0,0.545872882,6.625890216,70.20760287,2.10054949,5,314,19.56127245,393.4208346,5.932035242,21.87274023
0.087730122,1,9.381543568,1,0.598154139,6.338042416,70.33163196,2.220201045,5,375,19.03021557,398.2329991,13.16847404,11.89264298
0.160169,1,10.19567767,0,0.519932386,6.700672345,86.33917167,2.338549973,6,295,21.72651503,391.0505876,10.56974668,17.15003592
0.210293693,0,9.510457923,0,0.506525519,6.843638013,83.05816717,2.394072207,1,273,20.51643477,391.4255469,8.917270734,16.6699837
0.041346981,1,9.764161501,1,0.585942259,6.594830377,83.5373516,2.198822628,5,306,20.04858139,394.0415957,10.53448435,24.44267454
0.096917068,1,9.789738524,0,0.586846534,6.784461467,82.01214212,2.400499472,6,290,21.45713674,397.0224331,13.78747694,17.51758343
0.245950337,1,10.66870918,1,0.547207783,6.749104961,97.53177427,2.56264399,6,297,19.07888474,396.9418568,12.57132308,13.25197511
0.148706164,1,10.2342328,0,0.551420717,6.571737311,80.77511054,2.391208476,5,301,19.60687246,393.6652344,11.91607341,12.23766571
0.1730416,1,11.84319841,1,0.583580637,6.312183217,95.68680825,2.095139138,5,372,19.46586419,396.966079,14.7688559,21.25414049
0.141188481,1,9.379110426,1,0.57385595,6.745782158,97.08594381,2.347801348,6,295,21.21349205,390.6058578,10.21306765,13.06831023
0.032291984,0,11.9210764,0,0.5265149,6.206796366,84.9850531,2.32513731,6,385,19.93626025,392.9002195,5.063240745,24.13176352
0.066409938,1,9.691915921,0,0.501689336,6.779488346,83.40814112,2.522420067,4,362,21.31872024,396.9377331,9.290328772,18.82898661
0.144751659,1,11.31862181,0,0.547970016,6.804546692,92.83061813,2.210181833,5,299,19.12442933,391.840414,5.965719421,16.62375222
0.07857193,0,10.01690978,1,0.585891233,6.82214488,91.23914523,2.253767366,3,390,20.82434673,392.1271203,6.164537839,20.58065745
0.033994128,0,9.429244186,0,0.589583468,6.472915971,79.8560535,2.359195433,6,274,19.95466217,390.8688262,7.54900912,13.78499306
0.256221906,0,11.57366756,0,0.59562262,6.192480768,73.07644378,2.314655187,1,387,19.56075981,393.6447102,8.813672008,16.35160524
0.294733908,0,9.926582698,1,0.587956324,6.0997236,77.94557201,2.431409955,1,275,21.45029498,398.2492724,9.815995829,11.4677939
0.242080005,1,10.97656621,1,0.558004356,6.74336125,73.93085517,2.024233395,6,375,20.23675037,398.3635912,6.698200656,23.28749433
0.259059778,1,10.69933106,0,0.54446056,6.886261385,78.84196827,2.338109612,1,393,20.71488879,398.6236253,8.117203792,16.95359902
0.087753596,1,10.41526893,0,0.577484985,6.650838359,77.85464697,2.073003136,4,339,19.09925153,390.3670403,7.765394233,21.62355269
0.288975553,1,10.48745842,0,0.573982163,6.14416006,89.13134272,2.189125396,4,375,21.37487355,399.9348871,8.652474519,23.83596721
0.075139197,0,11.19671374,1,0.553814343,6.934896449,98.63488085,2.396976117,6,313,19.86064764,395.0264124,6.079905547,20.13910395
0.286400347,1,9.263318742,1,0.508732737,6.989102015,90.57231197,2.09444852,5,325,21.08021841,398.7272703,8.973409565,16.26045381
0.298549402,1,11.00454199,0,0.592608135,6.43337861,97.79948224,2.185305101,3,282,21.28142375,399.0511463,10.54350487,19.67339877
0.219282386,0,11.6874363,1,0.545560254,6.594825289,93.52396776,2.42180389,5,391,19.35134877,395.1449824,5.969481231,16.04463467
0.294720245,1,9.173364591,0,0.536333378,6.77722852,91.83632866,2.390483146,1,288,19.88770169,390.5108975,10.20770228,18.94239562
0.179471138,1,9.421960018,0,0.56295674,6.73638979,82.42185821,2.054623802,3,359,21.17032025,395.9746977,12.55912857,17.05031453
0.092671699,1,11.14989581,1,0.567383796,6.967787192,79.74383509,2.346361096,1,278,19.69653264,393.3409345,5.082396885,13.0981579
0.142358848,1,10.31184494,0,0.521068792,6.114883091,95.38832117,2.088352677,3,315,21.54452186,392.0676667,5.475282189,21.92141606
0.186197062,0,10.21064586,0,0.583693884,6.580724866,97.16179699,2.151362827,6,325,19.93592059,391.8250102,9.664742903,17.94986679
0.040462837,0,9.410899904,1,0.528993709,6.69193142,83.55647481,2.275526767,2,343,20.20699062,395.5926423,13.72777555,13.66199716
0.194256114,0,10.52031012,0,0.518668393,6.890098424,70.27189295,2.065608094,4,309,19.29923004,391.0447482,14.97788713,23.48561542
0.294729794,0,9.379635934,0,0.540639985,6.874109628,93.77593177,2.596188181,4,336,19.44302536,398.2164455,5.933938173,22.94506213
0.073230142,0,10.42986137,1,0.573056008,6.977999794,78.55206521,2.099221737,6,382,19.82626488,392.2729335,5.18341959,18.8235661
0.241926633,1,11.2908459,0,0.596545818,6.512078454,70.29663595,2.468787577,1,352,19.14672648,395.4929085,7.287699221,24.58446148
0.274211662,1,9.774793074,0,0.580928126,6.830760867,94.14965677,2.497903307,1,331,19.57909684,391.2546021,9.674702412,23.98038375
0.284236446,0,10.4423585,1,0.594034838,6.427281708,85.52242566,2.596678382,2,298,20.22682908,398.596292,10.71795912,23.55808173
0.288837969,0,11.97604791,1,0.51406058,6.422313878,90.55632239,2.257191931,5,288,20.13988674,396.9208738,14.73484912,12.86608486
0.166008699,0,11.05995127,1,0.50711768,6.253348364,97.44069463,2.524456712,3,383,19.59608314,392.0652188,13.88463692,15.1248139
0.293646214,1,11.52407031,0,0.555770476,6.818237287,86.2352149,2.574523663,6,377,19.24135205,397.1574076,10.62098697,16.74266301
0.232046858,0,10.24454282,1,0.529029748,6.985815106,85.09582218,2.103736487,2,326,19.9544435,390.8290013,8.617138434,22.6467298
0.065268002,1,11.30358277,0,0.582805497,6.256341728,78.71986364,2.287661653,6,307,21.23603982,397.7221668,8.212971186,23.19730066
0.15353203,1,9.121527519,1,0.567198787,6.056131588,79.15581503,2.036006491,2,290,20.53029872,394.9034678,10.72624672,21.52079275
0.221132729,1,9.368733548,0,0.597072816,6.815542437,93.89626198,2.372434407,1,320,21.84041192,391.2018367,12.21352841,17.61359005
0.089255288,1,9.609211779,0,0.525479236,6.620230053,83.47087737,2.348843694,1,289,19.41965898,395.5047826,9.816658234,13.26661611
0.199372251,0,10.20585577,1,0.548578411,6.959698801,74.90578626,2.122475771,5,271,19.62195383,392.008663,8.043987797,11.49274672
0.206648134,1,11.53723463,0,0.550124048,6.252239219,72.83586292,2.478741655,6,301,19.8408986,396.7277268,11.13165358,20.79023297
0.065555928,1,10.03879815,0,0.523917679,6.071027658,84.18760351,2.022361234,6,380,19.0390057,397.0861961,10.57941982,24.91815706
0.178223887,0,10.96386358,1,0.55900934,6.492442261,83.94865071,2.483736394,5,361,21.83014144,397.6084005,9.27368342,15.83660967
0.236055535,1,11.12794288,0,0.544328599,6.085466023,89.60374835,2.015987175,1,276,20.33609149,398.948705,12.48355788,18.96224664
0.159690786,1,10.75854706,0,0.544672156,6.261790001,84.13202433,2.394097287,4,272,20.44494843,396.5493953,7.822211389,22.34814614
0.023388873,1,10.0717259,0,0.536273665,6.125977861,74.30427112,2.047261708,5,294,19.47357228,394.9176911,9.849250016,13.61074239
0.022530771,0,10.73116003,1,0.501692935,6.22413218,85.23408654,2.150735312,2,381,21.61809307,398.5422564,14.40339526,22.61379813
0.119968216,1,10.02679678,1,0.552209524,6.106144653,97.20368212,2.43314801,1,278,21.07789671,398.9984407,12.22828687,19.75480356
0.279334339,1,9.251621216,1,0.533524784,6.953905999,74.78324235,2.16824288,6,295,20.29408296,397.8175338,8.879718927,18.97787632
0.084029498,0,11.97841193,1,0.500131987,6.278562713,90.69263923,2.306704309,6,333,21.63391449,399.4242819,10.46177733,21.67194356
0.197621833,0,9.381547361,1,0.530794371,6.443897586,87.81577795,2.549148962,3,287,21.71637321,399.7943394,9.054818972,14.37327958
0.082181244,1,9.217045152,1,0.527862833,6.898611808,92.4575718,2.029780612,3,360,19.14844162,392.5131176,6.125480168,19.60692566
0.110067597,1,11.63559225,1,0.539344815,6.677321588,74.5180082,2.486647876,4,271,19.35797377,391.8369474,8.349372011,14.36526755
0.257451785,0,9.905503983,1,0.513185199,6.618037481,98.24816011,2.039163199,6,270,19.0828849,394.4859236,13.60443135,13.51349571
0.224081204,1,10.95089092,0,0.550768382,6.70556319,88.62899283,2.076076907,1,317,20.74519074,399.9692672,9.612019958,19.72696493
0.046711798,0,9.987017189,0,0.569244035,6.828822257,95.41213413,2.071591462,6,376,19.65383158,390.8847335,10.846375,14.76993542
0.140036566,1,10.17436281,0,0.563018557,6.877669268,77.39820291,2.59646137,6,344,21.53478425,397.11994,6.814467593,21.00130842
0.028167534,0,9.786338916,0,0.580375495,6.642639671,92.18238668,2.108111792,2,295,20.39774158,398.5083565,8.562313256,18.20279615
0.154649241,1,10.02913202,1,0.545200829,6.890007275,93.43092113,2.538057108,4,275,21.51312924,399.9644764,14.29204985,20.72935268
0.205481523,0,10.2321012,0,0.551909173,6.535397527,81.92305817,2.594559298,2,295,20.66681567,396.1971247,8.142454954,23.48266392
0.053180735,0,11.16124821,0,0.581040194,6.277290856,81.51860359,2.230270862,3,312,21.38850339,393.8009445,7.50561065,12.93544462
0.100887783,0,10.53460858,0,0.542770117,6.880076709,89.73388795,2.378629126,2,391,20.11556502,391.6649378,5.558998169,11.93434107
0.131394255,0,11.83069565,0,0.570159935,6.541472827,72.80223045,2.467454752,3,398,21.83618152,399.8176207,5.972308183,16.59883681
0.277468687,0,9.125641182,0,0.543460237,6.906137588,92.06872451,2.235587049,5,278,21.00147617,399.2420325,10.84789338,21.0339074
0.298111404,1,10.50920497,1,0.541773619,6.040167814,71.2866028,2.097088484,3,296,20.78647163,398.0451882,11.60032799,23.4061208
0.032575164,1,10.75267437,1,0.576020562,6.397515752,75.71770903,2.260257646,6,340,20.05707005,399.4377468,11.4158048,11.48712167
0.233082219,0,11.76059096,0,0.517483692,6.947805018,89.92431272,2.463132587,3,386,21.81155194,390.6085441,10.39829323,22.10141418
0.124082739,1,9.147475571,0,0.533858597,6.249650093,72.94971001,2.468457658,6,387,20.0132032,396.3149284,9.909712976,12.05583973
0.129888292,1,10.72049875,0,0.522417228,6.941536246,99.15526274,2.138323275,4,272,21.50757831,392.747963,5.721409176,19.12805946
0.231194193,1,11.56088979,0,0.535910994,6.953902461,96.05188628,2.104979384,6,399,20.21292465,397.6559206,13.40695331,15.81744005
0.277159401,1,9.725783184,1,0.523037482,6.882142314,88.78906997,2.552336421,6,393,21.301552,390.9571662,10.13080759,11.24715866
0.286260006,1,11.62887705,0,0.557940563,6.563668045,94.57172367,2.026399418,6,343,21.73563375,392.5871997,6.319146693,12.35930822
0.181594324,1,9.057130228,1,0.57981708,6.646939449,96.62740146,2.440843085,4,350,20.39682135,398.5025204,6.358494557,15.952167
0.119993925,0,11.19736389,0,0.578661306,6.869616998,77.78426949,2.027852831,1,334,20.57840564,397.4944693,10.12956522,24.35254776
0.240513744,1,11.79933966,1,0.536450096,6.775897082,95.48234764,2.502740031,1,391,19.99102872,399.9202203,7.445766005,13.16764895
0.090280387,1,10.97159298,1,0.598876041,6.630093849,75.84381351,2.543248888,3,371,19.16408702,396.4398355,14.2196498,14.80767884
0.177940728,1,10.31708773,1,0.559385436,6.982259408,82.40026792,2.178451475,5,311,20.95744359,393.0307521,9.98948931,24.91786305
0.120401969,0,9.134643049,0,0.53994003,6.685676636,86.74778894,2.044361386,1,380,19.35892757,395.4788354,14.78418522,17.7286867
0.203856701,1,11.76034144,0,0.583553928,6.975481992,91.41672889,2.288410722,3,373,20.06217679,399.4396641,12.34158702,14.67143149
0.087311696,1,10.41088867,1,0.572987401,6.057388475,70.90423953,2.179077822,4,273,20.04848173,396.5176356,13.1069889,19.62315257
0.073646025,1,9.086990233,0,0.574927534,6.138960371,78.71528238,2.250281686,1,368,19.45301146,398.814989,8.888787622,17.10445175
0.277106944,0,11.06946321,0,0.519613935,6.451458846,88.25557295,2.398991272,1,334,21.00013095,390.228869,6.340207796,23.01631377
0.048505031,1,10.44551176,1,0.546832431,6.384879461,80.72106037,2.125895622,6,310,19.52379799,393.6955098,11.89696331,11.11170801
0.161668214,0,9.373035952,0,0.586182813,6.782734841,93.25075167,2.214170942,6,385,21.33500905,399.3530721,9.070712009,24.95487252
0.081838779,1,9.642815428,1,0.550403801,6.160614026,89.54956483,2.469537494,3,333,19.74783721,390.392896,14.48881849,11.92837418
0.03090039,0,9.193472041,0,0.568345274,6.976095179,77.03204361,2.38625717,6,271,19.86186246,395.1910147,6.936322422,18.51973161
0.030085269,0,10.72288062,0,0.558793373,6.315065875,74.37786939,2.195765295,3,384,20.03118491,393.4652952,11.26503448,20.76359986
0.069062096,0,10.86608844,1,0.584235679,6.428923708,88.87140981,2.39858096,2,397,19.45825768,396.4620419,13.66061182,18.69762281
0.262695699,1,10.5172269,1,0.528456084,6.274745032,83.51401983,2.459187754,2,348,20.30279346,391.6222279,9.028290494,15.21083263
0.099094048,0,11.4513064,1,0.557547528,6.579363617,75.06871123,2.355491349,5,370,19.24097537,396.5330033,14.53667619,22.97605877
0.286128568,0,11.58302646,1,0.512323467,6.0586287,79.79122616,2.1436981,1,388,20.28134825,399.9184153,5.766165832,17.02592243
0.182854242,0,10.84687319,0,0.569021078,6.149677506,79.09140245,2.000147174,2,343,20.0197364,392.7116369,10.86925749,15.20981879
0.142251973,0,9.038269439,0,0.573196784,6.745797703,73.24395917,2.481709464,3,278,20.01479634,394.6142795,12.7738672,21.75667182
0.182424874,1,11.08568897,0,0.504283732,6.186500583,86.40727058,2.493580133,6,292,20.98202276,390.2969921,7.018069149,13.04198215
0.164675548,1,10.25399765,1,0.567579096,6.235514452,92.90945902,2.418562701,6,283,21.30706862,394.3404872,5.578574521,13.87012668
0.232457351,1,10.69667245,0,0.541469015,6.792982236,87.26400667,2.045948559,1,323,20.06799557,394.0599246,5.798976119,14.53877672
0.099098898,1,10.94724181,0,0.512409688,6.093301178,94.78874095,2.351133373,2,393,19.78604408,395.6470722,8.192292397,17.08833369
0.11885411,0,10.05070984,0,0.541990755,6.437473823,73.82705642,2.492612403,5,314,20.4830483,392.5677056,7.231717031,11.2847083
0.270346405,1,11.75129552,1,0.519423293,6.023063387,83.06835573,2.233800992,5,285,21.36315723,393.286541,7.238901553,24.88485913
0.285007824,0,9.4019246,1,0.541555953,6.346807399,88.28245311,2.118800441,5,371,20.93371885,396.0989669,9.585209699,19.40211334
0.269916304,1,11.01453542,0,0.538433903,6.698981403,90.28004683,2.352576378,5,364,19.11400404,399.0847487,5.849337793,24.59007216
0.137445438,1,9.01307874,0,0.573839164,6.09010328,90.87358919,2.495783976,6,378,20.43978857,392.3519815,14.95500629,22.30434571
0.238502341,1,11.77395332,1,0.577421556,6.888334627,91.86896281,2.029321975,6,294,21.97289519,396.7745821,11.95807629,12.88033995
0.153374005,0,9.3375124,1,0.560702865,6.909499043,89.54289437,2.35817073,6,331,20.05938258,395.2388342,5.302933572,13.92695277
0.159311159,1,9.28465269,1,0.502268684,6.104990375,72.82684267,2.385904277,3,346,20.3221504,391.0460916,11.9190417,11.4822899
0.077310431,1,9.999022899,1,0.593102228,6.990732436,90.85917033,2.361420224,5,319,19.86222019,395.6543327,12.91827783,22.67306668
0.185516485,1,10.12069886,0,0.568623328,6.297529553,91.7434797,2.390020211,4,303,20.49308407,397.0880798,6.90762241,19.3084066
0.072118051,0,9.642900217,1,0.503419545,6.084101671,99.80439803,2.378825185,6,369,19.48276397,395.9825389,13.40276799,14.0109107
0.112838116,1,10.75536498,0,0.58188329,6.005067114,90.8008731,2.078242331,5,383,19.74104092,391.0441421,11.1176501,24.5811872
0.259408456,1,10.32874229,1,0.520026615,6.408522896,90.60491187,2.140962066,2,350,21.13520893,398.5453958,13.20855731,21.31434565
0.077981227,0,9.102526767,0,0.557922119,6.629809986,85.44439871,2.371396403,1,281,19.41486038,390.410036,12.16693663,20.87726356
0.03992432,0,9.958956187,0,0.546663437,6.33217925,96.03768726,2.010615897,6,346,21.77843129,392.3600469,12.04628615,14.73791454
0.039322126,1,11.43129874,1,0.541983878,6.836717365,99.90504286,2.380846711,6,344,19.92388123,396.1570968,6.582410427,15.38723083
0.283419666,1,11.0691046,0,0.588971372,6.716606276,93.37134611,2.399231974,2,324,20.72507529,392.1801265,8.157968912,20.35170378
0.161937723,1,11.17461256,0,0.543736129,6.350161532,88.37501134,2.143504856,1,361,19.96549203,391.0179874,10.23245406,19.30972308
0.13463538,0,11.09435077,0,0.507534412,6.734309667,72.36864481,2.358879698,3,357,20.43409233,395.1191827,6.125466063,20.0619696
0.247046003,0,9.932919064,1,0.594663873,6.940487737,91.80217395,2.320454036,6,278,21.71140398,397.2246015,9.784930466,23.30351895
0.25403126,0,9.298991766,1,0.592053523,6.093095999,91.25684706,2.156414929,1,272,19.20573185,394.1075513,9.453201583,13.24561292
0.113013489,1,9.817401552,1,0.568443269,6.30610396,93.26704443,2.277784407,4,387,21.56902788,396.9846104,7.319233284,12.62866784
0.214213056,0,11.4953559,0,0.546789253,6.463325939,73.73666165,2.545774718,6,299,20.67272106,398.6065418,6.997177918,18.90486423
0.235914388,1,11.94141239,0,0.509285947,6.497990128,89.611975,2.255961668,5,336,20.99521378,399.5879664,7.473741519,18.00218038
0.203302192,0,10.48154104,0,0.579074812,6.542195645,78.87171715,2.377906506,2,324,19.1676612,392.3326489,11.05106762,16.64017842
0.062446621,0,9.029101065,0,0.507547791,6.300626907,92.8081373,2.021210493,1,392,21.28419735,396.0536111,9.149523716,23.6659786
0.265247263,0,9.420134436,1,0.506860098,6.667259646,77.21121862,2.046680068,2,312,19.38333524,392.6687398,9.139590935,18.81732359
0.170946475,1,9.966241726,0,0.553738384,6.645084504,90.5193603,2.048784844,5,340,21.89446354,398.7091852,6.81733211,18.94151923
0.099092279,1,10.73575605,0,0.516012824,6.577821506,78.84978841,2.466944458,3,331,21.39786183,398.9028787,12.87366091,16.13001044
0.139063892,1,9.225280937,0,0.500773027,6.113761722,70.26982878,2.210154137,5,379,20.47860394,393.2216092,12.00379389,15.8170057
0.030519905,1,11.8300719,1,0.542311343,6.476967891,89.00073736,2.136567013,3,298,21.77250087,396.4534325,9.290750627,24.82646223
0.055802704,0,10.09525102,0,0.513721723,6.356226887,73.39807249,2.448394741,2,384,19.50721985,398.8767537,6.422019192,19.72301874
0.23435309,1,11.73775265,1,0.516051542,6.49103847,89.77874418,2.101976038,3,271,21.97499189,395.0836363,12.14700871,22.55161947
0.020003258,0,11.34156541,1,0.507691064,6.921866436,97.76828345,2.147895515,6,359,21.15045714,397.2047064,13.98844342,17.26441415
0.136638432,1,11.26631182,0,0.520509375,6.480531343,99.07737803,2.258558866,3,374,19.29513374,398.008555,6.782619284,13.68596027
0.166302851,1,10.82015874,0,0.571548418,6.013980792,77.07769262,2.198862841,3,326,20.60977451,398.718961,11.02660427,15.5477739
0.035297638,0,10.88035145,0,0.580892731,6.438836738,94.27759683,2.351235327,6,311,21.13262911,395.1520759,9.243088021,15.84578174
0.292461886,0,10.91400971,0,0.545253364,6.82064818,80.60659831,2.202704371,3,318,20.83906679,399.4182437,5.876503595,18.90877535
0.083315093,1,10.88616416,1,0.550655382,6.780060923,97.01371218,2.235770982,6,287,20.2718482,396.2895323,12.25827009,13.16461957
0.105175641,1,10.66118469,1,0.503265503,6.513390074,93.62468706,2.517731965,6,296,19.74442857,391.5172756,5.711472171,16.4182537
0.105103903,0,11.95924206,1,0.506931626,6.249769013,72.2176515,2.530718864,3,387,19.71468848,396.1245676,12.02231489,12.40808046
0.084516665,0,11.1968717,1,0.525756773,6.465088663,82.21410982,2.496626714,6,323,21.78085111,392.9847384,7.811528943,17.95142544
0.02041267,0,11.33083917,1,0.554389842,6.563702219,80.11953478,2.51889856,1,332,19.70422225,393.7208534,10.65659753,24.26394197
0.224216542,0,11.61738845,1,0.573955115,6.999871438,93.55543062,2.341837202,3,361,21.8872151,398.0885952,6.604538421,15.74507145
0.29071674,0,9.646919288,1,0.560500306,6.64417809,82.30857132,2.387739929,3,353,19.63067765,399.7334747,8.708968699,11.69597431
0.082802175,1,9.251412477,1,0.539212785,6.69426493,90.53765193,2.3343039,5,330,20.15285134,398.6985395,6.040894884,19.52264728
0.205653214,1,10.44868331,1,0.511832407,6.491454144,88.07305767,2.47135285,5,351,19.03697028,393.2580362,9.673036211,19.88621538
0.227730972,1,10.54224209,1,0.578077323,6.354489551,99.26916157,2.330600291,5,311,21.70943182,394.5365881,7.132907024,17.71397593
0.257559106,1,11.48754534,0,0.536378605,6.812952984,98.1335487,2.066646179,3,365,19.31305503,399.8349775,6.879304784,16.55603424
0.138336175,0,10.33135074,0,0.573605401,6.494932324,82.83098544,2.485748072,5,343,20.07198778,399.2353088,6.071524183,23.49730441
0.104820654,0,10.71255908,0,0.551297884,6.99469013,91.70734635,2.456351102,1,388,21.52755464,399.7694895,12.65434009,24.13812057
0.111082638,0,10.58121282,1,0.573866205,6.457120574,94.88380282,2.492180357,2,294,21.37569382,394.3291749,11.39519877,20.42426216
0.219533973,1,9.114608351,0,0.590728956,6.068000284,96.96657262,2.114257678,5,316,21.52450306,398.0056327,6.569039677,18.01714964
0.248698251,0,10.84564469,1,0.592102952,6.682578137,72.04402791,2.162970232,6,391,21.74232277,398.7121726,9.724293877,11.94566783
0.070851911,0,11.48412986,1,0.553510678,6.046641451,79.06236398,2.177451018,5,300,21.73321237,390.4426335,11.60884615,15.21453415
0.123863482,1,9.472501644,0,0.551150836,6.250501597,79.60690123,2.304848322,1,367,21.31149749,392.6608776,13.78068685,14.99128443
0.272543255,1,10.7829952,1,0.526567847,6.353738253,83.03337854,2.08032625,6,384,20.74727099,398.8348394,5.595721544,11.81539495
0.245874186,1,10.78083163,0,0.593579983,6.739483586,75.07794252,2.231229052,6,321,20.6846478,393.8874249,8.623549367,22.80708335
0.295760353,0,9.492554892,1,0.545791917,6.494235926,84.8861764,2.109294897,6,376,19.0387586,392.7862208,11.15953245,23.13866649
0.231189513,0,9.370390721,1,0.512759124,6.028645931,89.89642982,2.158857628,6,355,21.1677108,392.7269149,5.156174404,23.77319237
0.130094656,1,11.94015583,0,0.543270491,6.616849851,84.92091761,2.423832581,4,281,19.68003015,393.7540497,7.435264367,21.38533035
0.185378594,1,10.18115751,0,0.512705325,6.411436237,89.97379286,2.512886694,4,290,21.48609226,392.4396282,12.44900535,20.94719558
0.205083991,0,9.682265186,0,0.550253168,6.92183451,71.99324895,2.01374352,6,278,20.66141226,390.0336331,8.557365653,17.68957113
0.041967629,1,9.513973633,0,0.556127551,6.499562311,96.27961995,2.339538178,6,362,21.96174364,391.7259515,5.844947396,23.00357113
0.172459149,0,11.00280514,0,0.533775576,6.708975146,98.17207576,2.021635857,6,360,19.63082045,398.8257505,11.26595324,18.14188392
0.218609832,1,10.82833589,0,0.507165061,6.218868492,88.53722272,2.051149547,1,373,21.17039608,390.756486,7.500527935,11.41497552
0.066849965,1,10.93065637,1,0.594350354,6.760973565,96.44172996,2.423050421,5,331,20.64260131,394.1300204,12.01654093,19.18874519
0.238576881,1,9.264018083,1,0.577335311,6.72095531,73.9433805,2.441364864,2,298,21.79542053,394.5648785,14.00174872,16.46640628
0.183456379,0,11.68060375,1,0.583888108,6.904081709,93.9234676,2.488388404,6,352,19.79798112,397.7815396,10.27859074,18.29817128
0.2866221,0,10.16779919,1,0.536686839,6.033821642,73.5744458,2.284544907,5,343,19.17831279,392.5258998,10.99143859,17.16988535
0.031878243,1,9.940108219,0,0.576083103,6.447500698,82.24030694,2.515884489,1,303,20.6315969,393.0964179,10.1440594,17.95517472
0.094291319,0,10.38708434,1,0.54853729,6.679155403,79.71455604,2.100102975,1,329,20.56483906,390.1427596,13.1744209,12.52001818
0.188435086,1,10.1701982,1,0.520108349,6.0951639,87.56775476,2.149829848,6,373,19.93512166,399.0283062,7.417146377,11.20346483
0.103036775,1,11.59073101,0,0.512442338,6.410604067,79.04543606,2.080701289,3,384,21.95961339,396.8555694,9.015438344,15.76262364
0.220038766,0,11.78778293,1,0.534505087,6.942146603,89.11940889,2.478522356,1,359,19.20913427,392.6284623,13.95031433,14.56354425
0.232521479,0,9.910359649,0,0.513755211,6.435934491,81.02161867,2.137205071,3,346,20.70856029,398.8751495,12.23646023,14.50080801
0.04870447,0,11.59180742,0,0.599826898,6.985404783,95.82371143,2.093306746,1,390,19.78065074,390.8658148,8.200858523,24.11933314
0.16387925,0,11.34456939,0,0.504918899,6.056839061,89.01651521,2.373866413,3,270,19.00573603,393.6839565,13.32632274,22.46579054
0.162489356,1,11.79242302,1,0.54411436,6.717829776,76.45894892,2.046249216,3,342,21.96354741,395.6359753,7.388242106,11.18719207
0.123398616,0,9.737250937,0,0.545209352,6.581016236,80.08388266,2.026940166,6,357,20.44483851,395.0551167,11.34179353,11.12206895
0.281218962,0,10.73087745,1,0.530063193,6.500539677,95.42262663,2.064030589,6,314,21.57157148,396.5490755,14.56456957,21.87659895
0.25170177,1,9.823633754,1,0.557135157,6.970847401,81.5943925,2.00014453,5,329,21.52020172,392.9759504,10.7471098,24.78804813
0.215218627,1,11.47228347,1,0.514997702,6.1296504,86.07397197,2.418194093,3,355,21.4368351,397.5784146,12.99467013,17.51288903
0.220011458,1,9.015972572,0,0.578391238,6.895998952,89.46825808,2.337341193,4,372,20.37705176,394.0544618,12.35430745,17.06381671
0.14928052,1,10.69445749,0,0.533244772,6.691240411,80.43428949,2.125925065,1,356,21.68777895,391.2529719,13.65721031,14.86154335
0.277878466,0,10.01761029,0,0.559134259,6.258996073,78.81935892,2.139802969,6,388,20.10181669,397.4040145,14.68764179,20.33287237
0.21448672,0,9.968051121,1,0.571563924,6.901669146,84.25764708,2.486581159,2,311,20.22516075,399.1194298,5.223165571,17.60309176
0.224114697,1,10.93471897,1,0.588904212,6.429294918,76.44642916,2.30109207,1,350,19.76711559,393.6442448,5.278697714,13.34526192
0.261273453,1,11.55445335,0,0.583578744,6.814227328,78.52631761,2.419117014,5,279,20.34425523,395.8965282,10.94422299,17.73924514
0.096740045,0,10.82758617,1,0.560830903,6.388836517,71.86235452,2.271653271,5,392,21.95950061,396.8782453,14.54245351,16.26919416
0.245979853,0,11.55951894,0,0.538839318,6.850930827,79.11910828,2.142630816,3,380,20.71972199,398.3152352,9.856830726,23.45728278
0.074667369,0,9.793791336,0,0.550320467,6.636629118,79.6211228,2.58224168,5,294,21.49329325,391.9799351,13.39779564,21.80221254
0.116695747,0,10.55850556,1,0.576873479,6.141046634,98.85499499,2.339388538,6,272,19.79002875,395.6997836,12.67907753,20.81746419
